"DIAS" "VIEWS" "INSCRITOS" "CANAL"
"1944" 400 85449 0.01916 "vocesabia"
"1945" 401 134558 0.01949 "vocesabia"
"1946" 402 80129 0.01505 "vocesabia"
"1947" 403 140628 0.01459 "vocesabia"
"1948" 404 135668 0.0208 "vocesabia"
"1949" 405 107308 0.02035 "vocesabia"
"1950" 406 162599 0.02123 "vocesabia"
"1951" 407 125752 0.02208 "vocesabia"
"1952" 408 196773 0.02006 "vocesabia"
"1953" 409 116632 0.02624 "vocesabia"
"1954" 410 150663 0.02078 "vocesabia"
"1955" 411 114012 0.02306 "vocesabia"
"1956" 412 106057 0.02148 "vocesabia"
"1957" 413 169413 0.0226 "vocesabia"
"1958" 414 125238 0.02127 "vocesabia"
"1959" 415 190372 0.02277 "vocesabia"
"1960" 416 105781 0.01834 "vocesabia"
"1961" 417 237450 0.03258 "vocesabia"
"1962" 418 155849 0.03292 "vocesabia"
"1963" 419 153511 0.03025 "vocesabia"
"1964" 420 203020 0.02841 "vocesabia"
"1965" 421 196261 0.03337 "vocesabia"
"1966" 422 273400 0.04168 "vocesabia"
"1967" 423 150784 0.03046 "vocesabia"
"1968" 424 227718 0.02616 "vocesabia"
"1969" 425 148662 0.02584 "vocesabia"
"1970" 426 127580 0.02251 "vocesabia"
"1971" 427 190247 0.02677 "vocesabia"
"1972" 428 186506 0.02784 "vocesabia"
"1973" 429 303798 0.02996 "vocesabia"
"1974" 430 192450 0.03078 "vocesabia"
"1975" 431 311101 0.03404 "vocesabia"
"1976" 432 211517 0.03408 "vocesabia"
"1977" 433 189059 0.03159 "vocesabia"
"1978" 434 278753 0.03532 "vocesabia"
"1979" 435 253917 0.03423 "vocesabia"
"1980" 436 315758 0.03221 "vocesabia"
"1981" 437 202619 0.03471 "vocesabia"
"1982" 438 308242 0.0374 "vocesabia"
"1983" 439 197505 0.03231 "vocesabia"
"1984" 440 184046 0.03606 "vocesabia"
"1985" 441 256069 0.03533 "vocesabia"
"1986" 442 247675 0.03176 "vocesabia"
"1987" 443 338512 0.03651 "vocesabia"
"1988" 444 255807 0.04088 "vocesabia"
"1989" 445 356046 0.04325 "vocesabia"
"1990" 446 263478 0.03758 "vocesabia"
"1991" 447 224100 0.03217 "vocesabia"
"1992" 448 289989 0.0348 "vocesabia"
"1993" 449 248401 0.04107 "vocesabia"
"1994" 450 381062 0.03887 "vocesabia"
"1995" 451 242923 0.03749 "vocesabia"
"1996" 452 332619 0.0407 "vocesabia"
"1997" 453 342042 0.04348 "vocesabia"
"1998" 454 217926 0.03414 "vocesabia"
"1999" 455 201457 0.03329 "vocesabia"
"2000" 456 332080 0.04247 "vocesabia"
"2001" 457 426395 0.04472 "vocesabia"
"2002" 458 281874 0.04396 "vocesabia"
"2003" 459 385540 0.04297 "vocesabia"
"2004" 460 265829 0.04022 "vocesabia"
"2005" 461 203154 0.03659 "vocesabia"
"2006" 462 351468 0.04702 "vocesabia"
"2007" 463 348613 0.05384 "vocesabia"
"2008" 464 428580 0.05779 "vocesabia"
"2009" 465 319550 0.04476 "vocesabia"
"2010" 466 301480 0.04558 "vocesabia"
"2011" 467 280456 0.0484 "vocesabia"
"2012" 468 233090 0.04637 "vocesabia"
"2013" 469 389048 0.05687 "vocesabia"
"2014" 470 442603 0.06773 "vocesabia"
"2015" 471 445721 0.05154 "vocesabia"
"2016" 472 256927 0.03813 "vocesabia"
"2017" 473 264852 0.0433 "vocesabia"
"2018" 474 291897 0.04958 "vocesabia"
"2019" 475 364363 0.04745 "vocesabia"
"2020" 476 445955 0.05329 "vocesabia"
"2021" 477 429865 0.05637 "vocesabia"
"2022" 478 434149 0.05141 "vocesabia"
"2023" 479 523106 0.06399 "vocesabia"
"2024" 480 440222 0.055 "vocesabia"
"2025" 481 413317 0.04925 "vocesabia"
"2026" 482 294765 0.05042 "vocesabia"
"2027" 483 399708 0.04939 "vocesabia"
"2028" 484 477008 0.06068 "vocesabia"
"2029" 485 491435 0.05565 "vocesabia"
"2030" 486 761284 0.03159 "vocesabia"
"2031" 487 446395 0.04668 "vocesabia"
"2032" 488 380469 0.0496 "vocesabia"
"2033" 489 295078 0.0486 "vocesabia"
"2034" 490 387555 0.05339 "vocesabia"
"2035" 491 411717 0.05731 "vocesabia"
"2036" 492 445914 0.05398 "vocesabia"
"2037" 493 388857 0.05564 "vocesabia"
"2038" 494 482483 0.05734 "vocesabia"
"2039" 495 459024 0.06585 "vocesabia"
"2040" 496 334931 0.05607 "vocesabia"
"2041" 497 455920 0.05562 "vocesabia"
"2042" 498 552993 0.07057 "vocesabia"
"2043" 499 523564 0.05841 "vocesabia"
"2044" 500 433513 0.05495 "vocesabia"
"2045" 501 532416 0.05568 "vocesabia"
"2046" 502 569811 0.05831 "vocesabia"
"2047" 503 439641 0.06574 "vocesabia"
"2048" 504 507478 0.06336 "vocesabia"
"2049" 505 595520 0.08786 "vocesabia"
"2050" 506 529981 0.06742 "vocesabia"
"2051" 507 472721 0.06672 "vocesabia"
"2052" 508 576393 0.07277 "vocesabia"
"2053" 509 524712 0.06748 "vocesabia"
"2054" 510 420195 0.0705 "vocesabia"
"2055" 511 498789 0.06344 "vocesabia"
"2056" 512 576395 0.07901 "vocesabia"
"2057" 513 484170 0.06047 "vocesabia"
"2058" 514 403866 0.05545 "vocesabia"
"2059" 515 562189 0.06766 "vocesabia"
"2060" 516 509936 0.06616 "vocesabia"
"2061" 517 431159 0.07262 "vocesabia"
"2062" 518 510385 0.08028 "vocesabia"
"2063" 519 530276 0.09185 "vocesabia"
"2064" 520 627116 0.08113 "vocesabia"
"2065" 521 934121 0.14005 "vocesabia"
"2066" 522 587740 0.09621 "vocesabia"
"2067" 523 604620 0.06806 "vocesabia"
"2068" 524 459414 0.06242 "vocesabia"
"2069" 525 527667 0.05405 "vocesabia"
"2070" 526 503751 0.05321 "vocesabia"
"2071" 527 505278 0.0466 "vocesabia"
"2072" 528 471733 0.05609 "vocesabia"
"2073" 529 400679 0.05463 "vocesabia"
"2074" 530 398070 0.05138 "vocesabia"
"2075" 531 456226 0.11209 "vocesabia"
"2076" 532 464104 0.11763 "vocesabia"
"2077" 533 339037 0.06907 "vocesabia"
"2078" 534 505443 0.05817 "vocesabia"
"2079" 535 532476 0.06905 "vocesabia"
"2080" 536 519213 0.05635 "vocesabia"
"2081" 537 522253 0.05973 "vocesabia"
"2082" 538 437802 0.0597 "vocesabia"
"2083" 539 760060 0.05781 "vocesabia"
"2084" 540 600889 0.05695 "vocesabia"
"2085" 541 518933 0.05178 "vocesabia"
"2086" 542 534083 0.05377 "vocesabia"
"2087" 543 496700 0.04969 "vocesabia"
"2088" 544 564888 0.05016 "vocesabia"
"2089" 545 457812 0.05419 "vocesabia"
"2090" 546 535212 0.0563 "vocesabia"
"2091" 547 497900 0.05247 "vocesabia"
"2092" 548 340148 0.04854 "vocesabia"
"2093" 549 311222 0.04712 "vocesabia"
"2094" 550 296963 0.04272 "vocesabia"
"2095" 551 287889 0.04045 "vocesabia"
"2096" 552 320255 0.05552 "vocesabia"
"2097" 553 693892 0.0645 "vocesabia"
"2098" 554 591141 0.06469 "vocesabia"
"2099" 555 559807 0.05465 "vocesabia"
"2100" 556 458875 0.04849 "vocesabia"
"2101" 557 352262 0.04557 "vocesabia"
"2102" 558 529201 0.05245 "vocesabia"
"2103" 559 733357 0.06192 "vocesabia"
"2104" 560 611429 0.07005 "vocesabia"
"2105" 561 463748 0.06926 "vocesabia"
"2106" 562 546724 0.052 "vocesabia"
"2107" 563 507757 0.0556 "vocesabia"
"2108" 564 431494 0.05701 "vocesabia"
"2109" 565 575751 0.05676 "vocesabia"
"2110" 566 504704 0.05606 "vocesabia"
"2111" 567 601987 0.05454 "vocesabia"
"2112" 568 535233 0.05668 "vocesabia"
"2113" 569 527581 0.05326 "vocesabia"
"2114" 570 477328 0.05673 "vocesabia"
"2115" 571 582507 0.07133 "vocesabia"
"2116" 572 562214 0.0616 "vocesabia"
"2117" 573 450458 0.05739 "vocesabia"
"2118" 574 635629 0.08829 "vocesabia"
"2119" 575 486445 0.09061 "vocesabia"
"2120" 576 569579 0.0733 "vocesabia"
"2121" 577 520821 0.07143 "vocesabia"
"2122" 578 396648 0.06061 "vocesabia"
"2123" 579 546381 0.05781 "vocesabia"
"2124" 580 501132 0.06204 "vocesabia"
"2125" 581 427644 0.05974 "vocesabia"
"2126" 582 431489 0.06086 "vocesabia"
"2127" 583 409822 0.06345 "vocesabia"
"2128" 584 352198 0.05827 "vocesabia"
"2129" 585 535621 0.05979 "vocesabia"
"2130" 586 526050 0.06085 "vocesabia"
"2131" 587 420702 0.05838 "vocesabia"
"2132" 588 393184 0.05717 "vocesabia"
"2133" 589 330365 0.04928 "vocesabia"
"2134" 590 321911 0.05094 "vocesabia"
"2135" 591 294847 0.0433 "vocesabia"
"2136" 592 533788 0.04591 "vocesabia"
"2137" 593 525512 0.05278 "vocesabia"
"2138" 594 356338 0.04268 "vocesabia"
"2139" 595 341812 0.04463 "vocesabia"
"2140" 596 313611 0.04483 "vocesabia"
"2141" 597 311903 0.05016 "vocesabia"
"2142" 598 294057 0.05127 "vocesabia"
"2143" 599 522255 0.05016 "vocesabia"
"2144" 600 686336 0.0558 "vocesabia"
"2145" 601 746562 0.06269 "vocesabia"
"2146" 602 916706 0.05745 "vocesabia"
"2147" 603 681160 0.06072 "vocesabia"
"2148" 604 605734 0.04925 "vocesabia"
"2149" 605 475528 0.05295 "vocesabia"
"2150" 606 628247 0.05611 "vocesabia"
"2151" 607 561964 0.05503 "vocesabia"
